date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:42	45710/45710	---M-Z	200	added ('OK')	text/html	etag:%22b28e-5a9eb29f51d1f-gzip%22	https://www.bughunterr.com/index.html	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/index-2.html	(from https://www.bughunterr.com/)
11:24:42	23717/23717	---M-Z	200	added ('OK')	text/html	etag:%225ca5-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/index-2.html	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/index-3.html	(from https://www.bughunterr.com/)
11:24:42	13215/13215	---M--	200	added ('OK')	image/png	etag:%22339f-5a8d23aca8a8c%22	https://www.bughunterr.com/img/lob2.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/lob2.png	(from https://www.bughunterr.com/)
11:24:42	6616/6616	---M--	200	added ('OK')	image/png	etag:%2219d8-5a8d23aca8a8c%22	https://www.bughunterr.com/img/lob.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/lob.png	(from https://www.bughunterr.com/)
11:24:43	578/578	---M--	200	added ('OK')	image/svg+xml	etag:%22242-5a8d23aca8a8c%22	https://www.bughunterr.com/img/arrow-object-dark.svg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/arrow-object-dark.svg	(from https://www.bughunterr.com/)
11:24:43	41557/41557	---M--	200	added ('OK')	image/jpeg	etag:%22a255-5a8d23aca8a8c%22	https://www.bughunterr.com/img/responsive-01.jpg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/responsive-01.jpg	(from https://www.bughunterr.com/)
11:24:44	42903/42903	---M--	200	added ('OK')	image/jpeg	etag:%22a797-5a8d23aca8a8c%22	https://www.bughunterr.com/img/6.jpg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/6.jpg	(from https://www.bughunterr.com/)
11:24:45	46298/46298	---M--	200	added ('OK')	image/jpeg	etag:%22b4da-5a8d23aca8a8c%22	https://www.bughunterr.com/img/8.jpg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/8.jpg	(from https://www.bughunterr.com/)
11:24:45	49118/49118	---M--	200	added ('OK')	image/jpeg	etag:%22bfde-5a8d23aca8a8c%22	https://www.bughunterr.com/img/7.jpg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/7.jpg	(from https://www.bughunterr.com/)
11:24:46	9063/9063	---M--	200	added ('OK')	image/png	etag:%222367-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/fb.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/fb.png	(from https://www.bughunterr.com/)
11:24:46	9671/9671	---M--	200	added ('OK')	image/png	etag:%2225c7-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/bugcrowd.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/bugcrowd.png	(from https://www.bughunterr.com/)
11:24:47	14078/14078	---M--	200	added ('OK')	image/png	etag:%2236fe-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/intel.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/intel.png	(from https://www.bughunterr.com/)
11:24:49	181512/181512	---M--	200	added ('OK')	image/png	etag:%222c508-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/sony.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/sony.png	(from https://www.bughunterr.com/)
11:24:49	35260/35260	---M--	200	added ('OK')	image/png	etag:%2289bc-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/Geeksforgeeks.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/Geeksforgeeks.png	(from https://www.bughunterr.com/)
11:24:50	73086/73086	---M--	200	added ('OK')	image/png	etag:%2211d7e-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/edmodo.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/edmodo.png	(from https://www.bughunterr.com/)
11:24:50	120383/120383	---M--	200	added ('OK')	image/png	etag:%221d63f-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/lastpass.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/lastpass.png	(from https://www.bughunterr.com/)
11:24:50	60962/60962	---M--	200	added ('OK')	image/png	etag:%22ee22-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/soundcloud.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/soundcloud.png	(from https://www.bughunterr.com/)
11:24:51	18326/18326	---M--	200	added ('OK')	image/png	etag:%224796-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/netgear.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/netgear.png	(from https://www.bughunterr.com/)
11:24:51	18496/18496	---M--	200	added ('OK')	image/png	etag:%224840-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/fitbit.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/fitbit.png	(from https://www.bughunterr.com/)
11:24:52	69877/69877	---M--	200	added ('OK')	image/png	etag:%22110f5-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/owncloud.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/owncloud.png	(from https://www.bughunterr.com/)
11:24:52	17355/17355	---M--	200	added ('OK')	image/png	etag:%2243cb-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/caviar.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/caviar.png	(from https://www.bughunterr.com/)
11:24:52	28374/28374	---M--	200	added ('OK')	image/png	etag:%226ed6-5a8d23aca8a8c%22	https://www.bughunterr.com/hall/gradle.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/hall/gradle.png	(from https://www.bughunterr.com/)
11:24:52	3831/3831	---M--	200	added ('OK')	image/png	etag:%22ef7-5a8d23aca8a8c%22	https://www.bughunterr.com/img/days.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/days.png	(from https://www.bughunterr.com/)
11:24:53	3548/3548	---M--	200	added ('OK')	image/png	etag:%22ddc-5a8d23aca8a8c%22	https://www.bughunterr.com/img/project.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/project.png	(from https://www.bughunterr.com/)
11:24:53	2350/2350	---M--	200	added ('OK')	image/png	etag:%2292e-5a8d23aca8a8c%22	https://www.bughunterr.com/img/cloud-instances.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/cloud-instances.png	(from https://www.bughunterr.com/)
11:24:55	4093/4093	---M--	200	added ('OK')	image/png	etag:%22ffd-5a8d23aca8a8c%22	https://www.bughunterr.com/img/client.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/client.png	(from https://www.bughunterr.com/)
11:24:57	4800/4800	---M--	200	added ('OK')	image/png	etag:%2212c0-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/education.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/education.png	(from https://www.bughunterr.com/)
11:24:57	6098/6098	---M--	200	added ('OK')	image/png	etag:%2217d2-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/retail.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/retail.png	(from https://www.bughunterr.com/)
11:24:58	4496644/4496644	---M--	200	added ('OK')	image/gif	etag:%22449d04-5a9eafaef9540%22	https://www.bughunterr.com/img/bughunterr.gif	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/bughunterr.gif	(from https://www.bughunterr.com/)
11:24:58	7362/7362	---M--	200	added ('OK')	image/png	etag:%221cc2-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/logistics.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/logistics.png	(from https://www.bughunterr.com/)
11:24:58	6078/6078	---M--	200	added ('OK')	image/png	etag:%2217be-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/realEstate.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/realEstate.png	(from https://www.bughunterr.com/)
11:24:58	8226/8226	---M--	200	added ('OK')	image/png	etag:%222022-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/healthcare.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/healthcare.png	(from https://www.bughunterr.com/)
11:24:59	5926/5926	---M--	200	added ('OK')	image/png	etag:%221726-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/travel.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/travel.png	(from https://www.bughunterr.com/)
11:24:59	6133/6133	---M--	200	added ('OK')	image/png	etag:%2217f5-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/food.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/food.png	(from https://www.bughunterr.com/)
11:24:59	7736/7736	---M--	200	added ('OK')	image/png	etag:%221e38-5a8d23aca8a8c%22	https://www.bughunterr.com/img/ind/social.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/ind/social.png	(from https://www.bughunterr.com/)
11:24:59	4316/4316	---M--	200	added ('OK')	image/png	etag:%2210dc-5a8d23aca8a8c%22	https://www.bughunterr.com/img/quate.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/quate.png	(from https://www.bughunterr.com/)
11:25:01	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://www.bughunterr.com/)
11:25:02	3145/3145	---M-Z	200	added ('OK')	text/css	etag:W/%22c49-gaQ0+U8rESTzIyu4bylE+C+yOsA%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css	(from https://www.bughunterr.com/)
11:25:02	12443/12443	---M-Z	200	added ('OK')	application/javascript	etag:%22309b-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/js/responsee.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/js/responsee.js	(from https://www.bughunterr.com/)
11:25:02	85368/85368	---M-Z	200	added ('OK')	application/javascript	etag:%2214d78-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/owl-carousel/owl.carousel.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/owl-carousel/owl.carousel.js	(from https://www.bughunterr.com/)
11:25:02	1799/1799	---M-Z	200	added ('OK')	application/javascript	etag:%22707-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/js/template-scripts.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/js/template-scripts.js	(from https://www.bughunterr.com/)
11:25:02	2656/2656	---M-Z	200	added ('OK')	application/javascript	etag:%22a60-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/js/cascade-slider.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/js/cascade-slider.js	(from https://www.bughunterr.com/)
11:25:03	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://www.bughunterr.com/)
11:25:03	37083/37083	---M-Z	200	added ('OK')	application/javascript	etag:%2290db-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/js/jqBootstrapValidation.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/js/jqBootstrapValidation.js	(from https://www.bughunterr.com/)
11:25:03	2938/2938	---M-Z	200	added ('OK')	application/javascript	etag:%22b7a-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/js/contact_me.js	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/js/contact_me.js	(from https://www.bughunterr.com/)
11:25:04	66628/66628	---M--	200	added ('OK')	image/png	etag:%2210444-5a8d23aca8a8c%22	https://www.bughunterr.com/img/map-bg.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/map-bg.png	(from https://www.bughunterr.com/css/components.css)
11:25:05	33163/33163	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22818b-5a8d23aca8a8c%22	https://www.bughunterr.com/font/mfglabsiconset-webfont.eot	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/mfglabsiconset-webfont.eot	(from https://www.bughunterr.com/css/icons.css)
11:25:06	102742/102742	---M--	200	added ('OK')	image/svg+xml	etag:%2219156-5a8d23aca8a8c%22	https://www.bughunterr.com/font/mfglabsiconset-webfont.svg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/mfglabsiconset-webfont.svg	(from https://www.bughunterr.com/css/icons.css)
11:25:06	33163/33163	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22818b-5a8d23aca8a8c%22	https://www.bughunterr.com/font/mfglabsiconset-webfontd41d.eot?	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/mfglabsiconset-webfontd41dd41d.eot	(from https://www.bughunterr.com/css/icons.css)
11:25:06	37584/37584	---M--	200	added ('OK')	application/font-woff	etag:%2292d0-5a8d23aca8a8c%22	https://www.bughunterr.com/font/mfglabsiconset-webfont.woff	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/mfglabsiconset-webfont.woff	(from https://www.bughunterr.com/css/icons.css)
11:25:06	55596/55596	---M--	200	added ('OK')	application/font-sfnt	etag:%22d92c-5a8d23aca8a8c%22	https://www.bughunterr.com/font/mfglabsiconset-webfont.ttf	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/mfglabsiconset-webfont.ttf	(from https://www.bughunterr.com/css/icons.css)
11:25:07	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d144-5a8d23aca8a8c%22	https://www.bughunterr.com/font/Simple-Line-Icons6c54.eot?v=2.2.2	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/Simple-Line-Icons6c546c54.eot	(from https://www.bughunterr.com/css/icons.css)
11:25:07	53368/53368	---M--	200	added ('OK')	application/font-sfnt	etag:%22d078-5a8d23aca8a8c%22	https://www.bughunterr.com/font/Simple-Line-Icons6c54.ttf?v=2.2.2	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/Simple-Line-Icons6c546c54.ttf	(from https://www.bughunterr.com/css/icons.css)
11:25:07	196/196	---M-Z	200	added ('OK')	text/html	etag:%22c4-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/font/Simple-Line-Icons6c54.html?v=2.2.2	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/Simple-Line-Icons6c546c54.html	(from https://www.bughunterr.com/css/icons.css)
11:25:07	53444/53444	---M--	200	added ('OK')	application/font-woff	etag:%22d0c4-5a8d23aca8a8c%22	https://www.bughunterr.com/font/Simple-Line-Icons6c54.woff?v=2.2.2	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/Simple-Line-Icons6c546c54.woff	(from https://www.bughunterr.com/css/icons.css)
11:25:09	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5a8d23aca8a8c%22	https://www.bughunterr.com/owl-carousel/owl.video.play.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/owl-carousel/owl.video.play.png	(from https://www.bughunterr.com/owl-carousel/owl.carousel.css)
11:25:09	197492/197492	---M--	200	added ('OK')	image/svg+xml	etag:%2230374-5a8d23aca8a8c%22	https://www.bughunterr.com/font/Simple-Line-Icons6c54.svg?v=2.2.2	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/font/Simple-Line-Icons6c546c54.svg	(from https://www.bughunterr.com/css/icons.css)
11:25:09	196/196	---M-Z	200	added ('OK')	text/html	etag:%22c4-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/fonts/lightcaseeead.html?55356177	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/fonts/lightcaseeeadeead.html	(from https://www.bughunterr.com/css/lightcase.css)
11:25:09	196/196	---M-Z	200	added ('OK')	text/html	etag:%22c4-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/fonts/lightcaseeead-2.html?55356177	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/fonts/lightcaseeead-2eead.html	(from https://www.bughunterr.com/css/lightcase.css)
11:25:09	196/196	---M-Z	200	added ('OK')	text/html	etag:%22c4-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/fonts/lightcaseeead-3.html?55356177	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/fonts/lightcaseeead-3eead.html	(from https://www.bughunterr.com/css/lightcase.css)
11:25:10	196/196	---M-Z	200	added ('OK')	text/html	etag:%22c4-5a8d23aca8a8c-gzip%22	https://www.bughunterr.com/fonts/lightcaseeead-4.html?55356177	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/fonts/lightcaseeead-4eead.html	(from https://www.bughunterr.com/css/lightcase.css)
11:25:11	108520/108520	---M--	200	added ('OK')	image/jpeg	etag:%221a7e8-5a8d23aca8a8c%22	https://www.bughunterr.com/img/hacker.jpg	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/hacker.jpg	(from https://www.bughunterr.com/css/template-style.css)
11:25:11	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:12	143765/143765	---M--	200	added ('OK')	image/png	etag:%2223195-5a8d23aca8a8c%22	https://www.bughunterr.com/img/app.png	C:/My%20Web%20Sites/Bug1/www.bughunterr.com/img/app.png	(from https://www.bughunterr.com/index-2.html)
11:25:12	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:13	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot?	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slickd41d.eot	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:13	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-r5HBLw9Aak+AGus7OYdo/kHY+GQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.woff	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.woff	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:13	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22764-MzHuvdS6NI7yWr4Aw5/76GfUZXU%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.ttf	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.ttf	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:14	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22868-F/Y8b2ExOJRiuj2BS33fgzRHBfk%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.svg	C:/My%20Web%20Sites/Bug1/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.svg	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
11:25:14	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
